2017-01-19 02:58:16 startup archives install
2017-01-19 02:58:16 install base-passwd:amd64 <none> 3.5.33
2017-01-19 02:58:16 status half-installed base-passwd:amd64 3.5.33
2017-01-19 02:58:16 status unpacked base-passwd:amd64 3.5.33
2017-01-19 02:58:16 status unpacked base-passwd:amd64 3.5.33
2017-01-19 02:58:16 configure base-passwd:amd64 3.5.33 3.5.33
2017-01-19 02:58:16 status unpacked base-passwd:amd64 3.5.33
2017-01-19 02:58:16 status half-configured base-passwd:amd64 3.5.33
2017-01-19 02:58:17 status installed base-passwd:amd64 3.5.33
2017-01-19 02:58:17 startup archives install
2017-01-19 02:58:17 install base-files:amd64 <none> 7.2ubuntu5
2017-01-19 02:58:17 status half-installed base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 configure base-files:amd64 7.2ubuntu5 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status half-configured base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 status installed base-files:amd64 7.2ubuntu5
2017-01-19 02:58:17 startup archives install
2017-01-19 02:58:17 upgrade dpkg 1.17.5ubuntu5 1.17.5ubuntu5
2017-01-19 02:58:17 status half-configured dpkg 1.17.5ubuntu5
2017-01-19 02:58:17 status unpacked dpkg 1.17.5ubuntu5
2017-01-19 02:58:17 status half-installed dpkg 1.17.5ubuntu5
2017-01-19 02:58:17 status half-installed dpkg 1.17.5ubuntu5
2017-01-19 02:58:17 status unpacked dpkg 1.17.5ubuntu5
2017-01-19 02:58:18 status unpacked dpkg 1.17.5ubuntu5
2017-01-19 02:58:18 configure dpkg 1.17.5ubuntu5 1.17.5ubuntu5
2017-01-19 02:58:18 status unpacked dpkg 1.17.5ubuntu5
2017-01-19 02:58:18 status unpacked dpkg 1.17.5ubuntu5
2017-01-19 02:58:18 status unpacked dpkg 1.17.5ubuntu5
2017-01-19 02:58:18 status unpacked dpkg 1.17.5ubuntu5
2017-01-19 02:58:18 status unpacked dpkg 1.17.5ubuntu5
2017-01-19 02:58:18 status half-configured dpkg 1.17.5ubuntu5
2017-01-19 02:58:18 status installed dpkg 1.17.5ubuntu5
2017-01-19 02:58:18 startup archives install
2017-01-19 02:58:18 install libc6:amd64 <none> 2.19-0ubuntu6
2017-01-19 02:58:18 status half-installed libc6:amd64 2.19-0ubuntu6
2017-01-19 02:58:19 status unpacked libc6:amd64 2.19-0ubuntu6
2017-01-19 02:58:19 status unpacked libc6:amd64 2.19-0ubuntu6
2017-01-19 02:58:19 configure libc6:amd64 2.19-0ubuntu6 2.19-0ubuntu6
2017-01-19 02:58:19 status unpacked libc6:amd64 2.19-0ubuntu6
2017-01-19 02:58:19 status unpacked libc6:amd64 2.19-0ubuntu6
2017-01-19 02:58:19 status half-configured libc6:amd64 2.19-0ubuntu6
2017-01-19 02:58:19 status installed libc6:amd64 2.19-0ubuntu6
2017-01-19 02:58:19 startup archives install
2017-01-19 02:58:19 install perl-base:amd64 <none> 5.18.2-2ubuntu1
2017-01-19 02:58:19 status half-installed perl-base:amd64 5.18.2-2ubuntu1
2017-01-19 02:58:20 status unpacked perl-base:amd64 5.18.2-2ubuntu1
2017-01-19 02:58:20 status unpacked perl-base:amd64 5.18.2-2ubuntu1
2017-01-19 02:58:20 configure perl-base:amd64 5.18.2-2ubuntu1 5.18.2-2ubuntu1
2017-01-19 02:58:20 status unpacked perl-base:amd64 5.18.2-2ubuntu1
2017-01-19 02:58:20 status half-configured perl-base:amd64 5.18.2-2ubuntu1
2017-01-19 02:58:20 status installed perl-base:amd64 5.18.2-2ubuntu1
2017-01-19 02:58:20 startup archives install
2017-01-19 02:58:20 install mawk:amd64 <none> 1.3.3-17ubuntu2
2017-01-19 02:58:20 status half-installed mawk:amd64 1.3.3-17ubuntu2
2017-01-19 02:58:20 status unpacked mawk:amd64 1.3.3-17ubuntu2
2017-01-19 02:58:20 status unpacked mawk:amd64 1.3.3-17ubuntu2
2017-01-19 02:58:20 configure mawk:amd64 1.3.3-17ubuntu2 1.3.3-17ubuntu2
2017-01-19 02:58:20 status unpacked mawk:amd64 1.3.3-17ubuntu2
2017-01-19 02:58:20 status half-configured mawk:amd64 1.3.3-17ubuntu2
2017-01-19 02:58:20 status installed mawk:amd64 1.3.3-17ubuntu2
2017-01-19 02:58:20 startup archives unpack
2017-01-19 02:58:20 install adduser:all <none> 3.113+nmu3ubuntu3
2017-01-19 02:58:20 status half-installed adduser:all 3.113+nmu3ubuntu3
2017-01-19 02:58:21 status unpacked adduser:all 3.113+nmu3ubuntu3
2017-01-19 02:58:21 status unpacked adduser:all 3.113+nmu3ubuntu3
2017-01-19 02:58:21 upgrade base-files:amd64 7.2ubuntu5 7.2ubuntu5
2017-01-19 02:58:21 status half-configured base-files:amd64 7.2ubuntu5
2017-01-19 02:58:21 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:21 status half-installed base-files:amd64 7.2ubuntu5
2017-01-19 02:58:21 status half-installed base-files:amd64 7.2ubuntu5
2017-01-19 02:58:21 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:21 status unpacked base-files:amd64 7.2ubuntu5
2017-01-19 02:58:21 upgrade base-passwd:amd64 3.5.33 3.5.33
2017-01-19 02:58:21 status half-configured base-passwd:amd64 3.5.33
2017-01-19 02:58:21 status unpacked base-passwd:amd64 3.5.33
2017-01-19 02:58:21 status half-installed base-passwd:amd64 3.5.33
2017-01-19 02:58:21 status half-installed base-passwd:amd64 3.5.33
2017-01-19 02:58:21 status unpacked base-passwd:amd64 3.5.33
2017-01-19 02:58:21 status unpacked base-passwd:amd64 3.5.33
2017-01-19 02:58:21 install bash:amd64 <none> 4.3-6ubuntu1
2017-01-19 02:58:21 status half-installed bash:amd64 4.3-6ubuntu1
2017-01-19 02:58:22 status unpacked bash:amd64 4.3-6ubuntu1
2017-01-19 02:58:22 status unpacked bash:amd64 4.3-6ubuntu1
2017-01-19 02:58:22 install bsdutils:amd64 <none> 1:2.20.1-5.1ubuntu20
2017-01-19 02:58:22 status half-installed bsdutils:amd64 1:2.20.1-5.1ubuntu20
2017-01-19 02:58:22 status unpacked bsdutils:amd64 1:2.20.1-5.1ubuntu20
2017-01-19 02:58:22 status unpacked bsdutils:amd64 1:2.20.1-5.1ubuntu20
2017-01-19 02:58:22 install busybox-initramfs:amd64 <none> 1:1.21.0-1ubuntu1
2017-01-19 02:58:22 status half-installed busybox-initramfs:amd64 1:1.21.0-1ubuntu1
2017-01-19 02:58:22 status unpacked busybox-initramfs:amd64 1:1.21.0-1ubuntu1
2017-01-19 02:58:22 status unpacked busybox-initramfs:amd64 1:1.21.0-1ubuntu1
2017-01-19 02:58:22 install coreutils:amd64 <none> 8.21-1ubuntu5
2017-01-19 02:58:22 status half-installed coreutils:amd64 8.21-1ubuntu5
2017-01-19 02:58:22 status unpacked coreutils:amd64 8.21-1ubuntu5
2017-01-19 02:58:22 status unpacked coreutils:amd64 8.21-1ubuntu5
2017-01-19 02:58:22 install cpio:amd64 <none> 2.11+dfsg-1ubuntu1
2017-01-19 02:58:22 status half-installed cpio:amd64 2.11+dfsg-1ubuntu1
2017-01-19 02:58:22 status unpacked cpio:amd64 2.11+dfsg-1ubuntu1
2017-01-19 02:58:22 status unpacked cpio:amd64 2.11+dfsg-1ubuntu1
2017-01-19 02:58:23 install dash:amd64 <none> 0.5.7-4ubuntu1
2017-01-19 02:58:23 status half-installed dash:amd64 0.5.7-4ubuntu1
2017-01-19 02:58:23 status unpacked dash:amd64 0.5.7-4ubuntu1
2017-01-19 02:58:23 status unpacked dash:amd64 0.5.7-4ubuntu1
2017-01-19 02:58:23 install debconf:all <none> 1.5.51ubuntu2
2017-01-19 02:58:23 status half-installed debconf:all 1.5.51ubuntu2
2017-01-19 02:58:23 status unpacked debconf:all 1.5.51ubuntu2
2017-01-19 02:58:23 status unpacked debconf:all 1.5.51ubuntu2
2017-01-19 02:58:23 install debianutils:amd64 <none> 4.4
2017-01-19 02:58:23 status half-installed debianutils:amd64 4.4
2017-01-19 02:58:23 status unpacked debianutils:amd64 4.4
2017-01-19 02:58:23 status unpacked debianutils:amd64 4.4
2017-01-19 02:58:23 install diffutils:amd64 <none> 1:3.3-1
2017-01-19 02:58:23 status half-installed diffutils:amd64 1:3.3-1
2017-01-19 02:58:23 status unpacked diffutils:amd64 1:3.3-1
2017-01-19 02:58:23 status unpacked diffutils:amd64 1:3.3-1
2017-01-19 02:58:23 upgrade dpkg:amd64 1.17.5ubuntu5 1.17.5ubuntu5
2017-01-19 02:58:23 status half-configured dpkg:amd64 1.17.5ubuntu5
2017-01-19 02:58:23 status unpacked dpkg:amd64 1.17.5ubuntu5
2017-01-19 02:58:23 status half-installed dpkg:amd64 1.17.5ubuntu5
2017-01-19 02:58:24 status half-installed dpkg:amd64 1.17.5ubuntu5
2017-01-19 02:58:24 status unpacked dpkg:amd64 1.17.5ubuntu5
2017-01-19 02:58:24 status unpacked dpkg:amd64 1.17.5ubuntu5
2017-01-19 02:58:24 install e2fslibs:amd64 <none> 1.42.9-3ubuntu1
2017-01-19 02:58:24 status half-installed e2fslibs:amd64 1.42.9-3ubuntu1
2017-01-19 02:58:24 status unpacked e2fslibs:amd64 1.42.9-3ubuntu1
2017-01-19 02:58:24 status unpacked e2fslibs:amd64 1.42.9-3ubuntu1
2017-01-19 02:58:24 install e2fsprogs:amd64 <none> 1.42.9-3ubuntu1
2017-01-19 02:58:24 status half-installed e2fsprogs:amd64 1.42.9-3ubuntu1
2017-01-19 02:58:24 status unpacked e2fsprogs:amd64 1.42.9-3ubuntu1
2017-01-19 02:58:24 status unpacked e2fsprogs:amd64 1.42.9-3ubuntu1
2017-01-19 02:58:24 install findutils:amd64 <none> 4.4.2-7
2017-01-19 02:58:24 status half-installed findutils:amd64 4.4.2-7
2017-01-19 02:58:25 status unpacked findutils:amd64 4.4.2-7
